review_date,handle,rating,helpfulness_rating,review
"November 25, 2016",greg schmitz,3.0,One,"I like the design and how the machine dispenses.  Clean up requires more effort as both the internal carafe and basket must be rinsed.  Coming from a stainless steel and glass coffee maker, I do notice a taste difference.  The first cup I brewed tasted like plastic.  True coffee snobs should stick with a French press."
"June 6, 2020",Lynn Patterson,5.0,,I have been using this coffee maker for years. I love the way it keeps the coffee hot for hours and it doesn't taste burnt. It is so easy to use and clean. You can't go wrong with this product.
"April 21, 2021",Leslie Young,5.0,,Had this same pot several years ago and loved it and was so so happy to see Amazon still carried it. I drink tons of coffee and this pot is the best!!!
"September 21, 2018",Liam,1.0,,"I've bought 1 Hamilton Beach 12 cup Model 47950 on April 10, 2018, I returned it. I had it replaced with another Hamilton Beach 12 cup Model 47900 on April 13, 2019, it also now leaks as of Sept. 21, 2018. I want to return that also, but do not have the box it came in, didn't think I would need it. - Save your money - I can't give them 1 star, it leaks ! This program made me pick a rating.......No Stars from me."
"October 15, 2013",Rescued ByThe Lamb,5.0,,This is my second Hamilton Beach Brewstation the first one lasted approximately 7 years and I loved it so much I bought another one.  This new one is slightly different but basically the same.  It's so easy to use and there's no breakable carafe you have to deal with.  You can use any size cup or mug you want.  It keeps your coffee hot up to 4 hours and it has different brew strengths for the coffee.  It's also programable so you can get it set up the night before for your fresh coffee when you get up in the morning.  For me ... it's a delight to have in my kitchen.
"May 20, 2016",BimmerGuy,4.0,One,Works great.  We had a Cuisinart model that was similar to this. This coffee maker is sooooo much easier to clean.  I was constantly fighting baked on coffee flakes in the Cuisinart.  I haven't seen a single flake and there's no where for them to hide in this HB model.  It is kind of loud though.  Only reason I didn't give it 5 stars is because of the annoying sound it constantly makes while heating the coffee (for up to 4 hours).  Sounds like it's constantly brewing.
"June 26, 2015",Indy,1.0,4,Bought this coffee maker to replace an old brew station that had seen it's better days. I like being able to fill travel mugs without tilting the cup. Works well. My only real gripe is that it should have a small light to see when filling taller cups.  Update: after only four months of use this unit failed. It now makes a luke warm pot of coffee that has to be microwaved  at first cup. I loved my old brew station which lasted for years. I will get a different brand this time.
"May 7, 2014",R. Dunaway,3.0,,"I bought this as a replacement to my old Hamilton Beach carafeless coffee pot, which I had for years.  They've redesigned it a lot.  A big positive includes a in main reservoir gauge, so you can see just how much you're putting in.  This is a real help when you decide you want more coffee than what you set it up for the night before.  However, the thing drips water everywhere after using.  Open the lid?  Condensate runs down the back of the coffee maker.  Take the filter basket out?  Condensate drips off the long lip at the front.  I definitely miss my old one.  This one does its job, it's just a little messy about it."
"July 9, 2019",Stephanie,5.0,,"This is the 4th one we have bought.  Bought two for our work place and everyone loved it since they kept dropping the glass carafe, breaking it and having to replace it.  I kept my old one as a back-up and we take it on trips, I do not like the coffee pots in most hotels.  We have never had any problems with the one's we have gotten. It is easy to clean.  I even gave away the two coffee pots I bought in Europe since getting this one."
"November 5, 2019",Celinda McManamon,3.0,,"We had this coffee brew station for 6 years before having to replace.  The new one leaks when pushing the dispenser bar. I usually get the insurance as it is so cheap, but loved our last one so didn't think I needed to buy. However, is easy to clean, it offers brew strength, how long you want it to stay on. Would I buy again? Yes - but would get the insurance."
"August 10, 2020",Amazon Customer,1.0,,Lasted 4 months and it already quit working. This is the second one. The first one arrived damaged and this one lasted four months and now it only brews half a pot of coffee and leaves the rest of the water in it even after cleaning it thoroughly. I would not recommend.
"April 15, 2018",C.C.,4.0,,"Had two of the older ones and then they started leaking. Put up with that for quite awhile but finally got tired of cleaning it up! Read all their reviews on the new ones and was still concerned about the reviews that said they still leaked. Well, I bought it anyway and so far so good!  I don't think they are made to last anymore than a few years. But that's okay because it's cheap."
